numParticles,FrameTime,UpdateTime
1,0.000857,0.000012
2,0.03085,0.000019
2,0.000515,0.000008
3,0.000349,0.000013
3,0.000338,0.00001
4,0.000329,0.000015
4,0.000324,0.000013
4,0.000334,0.000013
5,0.000321,0.000018
5,0.000326,0.000015
6,0.000344,0.000017
7,0.000332,0.000022
7,0.00034,0.00002
7,0.000338,0.00002
7,0.000357,0.00002
7,0.000335,0.00002
8,0.000337,0.000022
9,0.000339,0.00004
9,0.000345,0.000041
9,0.000347,0.000025
9,0.000373,0.000041
10,0.000342,0.000046
10,0.000353,0.000044
10,0.000348,0.000043
10,0.000347,0.000043
10,0.000407,0.000046
10,0.000455,0.000028
10,0.000361,0.000044
11,0.000361,0.000046
12,0.000437,0.000049
12,0.00046,0.000034
13,0.000367,0.000051
13,0.000378,0.000052
14,0.00037,0.000057
14,0.000373,0.000055
15,0.000376,0.000056
15,0.000376,0.000056
15,0.000375,0.000058
15,0.000375,0.000056
15,0.000371,0.000056
15,0.000448,0.00006
15,0.000416,0.00006
15,0.000397,0.000059
15,0.000445,0.000056
15,0.000375,0.000057
15,0.000376,0.000056
15,0.000372,0.000056
15,0.000372,0.000056
15,0.000375,0.000057
15,0.000374,0.000057
15,0.000375,0.000057
15,0.000372,0.000056
15,0.000374,0.000056
16,0.000374,0.000059
17,0.000377,0.00006
17,0.000382,0.000064
17,0.000384,0.000061
17,0.000381,0.000061
17,0.000384,0.000061
17,0.000381,0.000061
17,0.000381,0.000061
17,0.000549,0.000047
17,0.000519,0.000046
18,0.000372,0.000048
18,0.000455,0.000048
18,0.000391,0.000049
18,0.000372,0.000048
19,0.000359,0.00005
19,0.000366,0.000051
20,0.00036,0.000056
20,0.000367,0.000055
20,0.000365,0.000053
20,0.000367,0.000054
20,0.0005,0.00007
20,0.000437,0.00007
20,0.000415,0.00007
20,0.000408,0.000069
20,0.000403,0.000069
20,0.000402,0.000069
21,0.000401,0.000072
21,0.00049,0.000071
21,0.000453,0.000057
21,0.00045,0.000073
22,0.000423,0.000074
23,0.000415,0.000078
23,0.00042,0.000077
23,0.000418,0.000077
23,0.000414,0.000077
24,0.000413,0.000078
24,0.000421,0.000079
25,0.000417,0.000081
25,0.000423,0.000082
26,0.000425,0.000083
26,0.000427,0.000084
26,0.000432,0.000085
26,0.00057,0.000084
27,0.000433,0.000086
28,0.000434,0.000089
28,0.000442,0.00009
28,0.000438,0.000089
28,0.000438,0.000091
28,0.00044,0.000089
28,0.000439,0.000089
28,0.000474,0.000092
28,0.000469,0.000091
28,0.000461,0.00009
28,0.000445,0.000089
28,0.000444,0.000089
28,0.000441,0.000089
29,0.000442,0.000097
29,0.000495,0.000108
29,0.000557,0.000092
29,0.000466,0.000092
29,0.000453,0.000094
30,0.000453,0.000094
30,0.000458,0.000095
