0,0.001076,0.000010
0,0.035236,0.000006
0,0.000449,0.000002
0,0.000313,0.000002
0,0.000303,0.000002
0,0.000296,0.000002
0,0.000289,0.000002
0,0.000304,0.000002
0,0.000285,0.000002
0,0.000284,0.000002
0,0.000292,0.000002
0,0.000322,0.000002
0,0.000316,0.000002
0,0.000315,0.000002
0,0.000343,0.000002
0,0.000314,0.000002
0,0.000314,0.000002
0,0.000318,0.000002
0,0.000315,0.000002
0,0.000306,0.000002
0,0.000299,0.000002
0,0.000266,0.000002
1,0.000266,0.000006
1,0.007615,0.000565
1,0.000973,0.000391
1,0.000713,0.000343
1,0.000660,0.000373
1,0.000674,0.000429
1,0.000731,0.000424
1,0.000798,0.000374
2,0.000667,0.000346
2,0.000682,0.000579
2,0.000883,0.000457
2,0.001119,0.000545
2,0.001160,0.000418
2,0.000730,0.000529
2,0.000875,0.000467
2,0.000779,0.000436
2,0.000749,0.000434
2,0.000769,0.000365
2,0.000673,0.000229
2,0.000534,0.000275
2,0.000564,0.000305
2,0.001212,0.000371
2,0.000769,0.000270
2,0.000633,0.000267
2,0.000581,0.000317
2,0.000632,0.000287
2,0.000616,0.000266
2,0.000562,0.000279
2,0.000576,0.000268
2,0.000567,0.000261
2,0.000556,0.000239
2,0.000558,0.000305
2,0.000634,0.000307
3,0.000601,0.000404
3,0.000723,0.000344
3,0.000675,0.000444
3,0.000745,0.000362
3,0.000668,0.000408
3,0.000712,0.000405
3,0.000752,0.000344
4,0.000648,0.000331
4,0.000638,0.000411
4,0.000801,0.000436
4,0.000733,0.000498
4,0.000820,0.000364
4,0.000666,0.000441
4,0.000788,0.000535
4,0.000912,0.000424
4,0.000764,0.000449
4,0.000803,0.000417
4,0.000733,0.000401
4,0.000724,0.000379
4,0.000683,0.000394
4,0.000712,0.000398
4,0.000716,0.000386
4,0.000729,0.000399
4,0.000721,0.000423
4,0.000727,0.000443
5,0.000761,0.000429
5,0.000743,0.000562
5,0.000865,0.000567
5,0.000867,0.000554
5,0.000859,0.000570
5,0.000872,0.000576
