NumParticles,FrameTime,UpdateTime
122,0.000978,0.000168
122,0.000966,0.000170
122,0.001084,0.000184
122,0.001485,0.000170
122,0.001660,0.000476
123,0.001725,0.000184
123,0.001166,0.000172
124,0.001011,0.000167
124,0.001005,0.000172
124,0.000992,0.000173
124,0.000985,0.000171
124,0.000979,0.000171
124,0.000992,0.000171
124,0.000982,0.000170
124,0.000988,0.000178
124,0.001037,0.000175
124,0.001014,0.000171
124,0.001185,0.000189
124,0.001668,0.000294
125,0.001655,0.000191
125,0.001270,0.000182
125,0.001205,0.000174
125,0.001048,0.000172
125,0.001043,0.000174
126,0.001000,0.000181
126,0.000998,0.000176
127,0.001012,0.000177
127,0.001032,0.000172
128,0.000986,0.000180
128,0.001006,0.000176
128,0.001010,0.000175
128,0.001087,0.000189
129,0.001512,0.000245
129,0.001584,0.000183
129,0.001293,0.000189
129,0.001222,0.000178
129,0.001086,0.000178
129,0.001156,0.000187
129,0.001157,0.000183
129,0.001039,0.000184
129,0.001067,0.000176
130,0.001038,0.000181
130,0.001047,0.000179
131,0.001026,0.000177
131,0.001006,0.000187
131,0.001069,0.000187
131,0.001281,0.000192
131,0.001712,0.000265
131,0.001754,0.000196
131,0.001263,0.000187
131,0.001290,0.000183
131,0.001148,0.000184
131,0.001050,0.000176
132,0.001050,0.000185
132,0.001125,0.000175
132,0.001046,0.000186
133,0.001088,0.000182
133,0.001071,0.000176
133,0.001029,0.000184
133,0.001060,0.000201
133,0.001516,0.000190
133,0.001561,0.000232
133,0.001404,0.000211
133,0.001623,0.000267
134,0.001548,0.000257
134,0.001460,0.000251
134,0.001426,0.000259
135,0.001483,0.000264
135,0.001421,0.000256
135,0.001200,0.000255
135,0.001183,0.000253
135,0.001446,0.000261
135,0.001693,0.000252
135,0.001852,0.000287
135,0.001507,0.000269
136,0.001277,0.000251
136,0.001168,0.000250
136,0.001172,0.000250
137,0.001219,0.000249
137,0.001208,0.000249
137,0.001149,0.000252
137,0.001146,0.000248
137,0.001175,0.000252
137,0.001237,0.000252
138,0.001635,0.000264
138,0.001678,0.000336
138,0.001751,0.000253
138,0.001481,0.000252
138,0.001309,0.000252
138,0.001198,0.000252
138,0.001202,0.000249
138,0.001159,0.000251
138,0.001161,0.000250
138,0.001177,0.000251
138,0.001194,0.000256
138,0.001165,0.000249
138,0.001297,0.000266
138,0.002019,0.000527
138,0.002393,0.000408
138,0.001513,0.000235
139,0.001289,0.000236
139,0.001251,0.000242
139,0.001297,0.000202
139,0.001106,0.000195
139,0.001069,0.000188
139,0.001032,0.000190
139,0.001036,0.000188
139,0.001034,0.000186
139,0.001106,0.000208
139,0.001556,0.000205
140,0.001743,0.000281
140,0.001341,0.000202
140,0.001233,0.000191
141,0.001064,0.000196
141,0.001231,0.000194
141,0.001178,0.000192
142,0.001092,0.000202
142,0.001069,0.000196
142,0.001044,0.000196
142,0.001039,0.000197
142,0.001112,0.000202
142,0.001132,0.000196
142,0.001205,0.000199
143,0.001627,0.000213
143,0.001510,0.000349
143,0.001774,0.000215
143,0.001347,0.000194
143,0.001157,0.000196
143,0.001075,0.000193
143,0.001050,0.000200
143,0.001078,0.000195
143,0.001048,0.000195
143,0.001055,0.000196
143,0.001039,0.000200
143,0.001048,0.000195
143,0.001077,0.000203
143,0.001316,0.000214
143,0.001433,0.000208
143,0.001445,0.000206
143,0.001359,0.000314
143,0.001512,0.000209
143,0.001509,0.000206
143,0.001309,0.000190
143,0.001133,0.000198
143,0.001360,0.000215
144,0.001349,0.000196
144,0.001107,0.000196
144,0.001081,0.000195
144,0.001136,0.000216
144,0.001495,0.000221
144,0.001465,0.000322
144,0.001882,0.000226
144,0.001457,0.000206
144,0.001214,0.000195
144,0.001086,0.000199
144,0.001107,0.000192
144,0.001056,0.000192
145,0.001044,0.000197
145,0.001048,0.000193
145,0.001142,0.000201
145,0.001194,0.000196
145,0.001063,0.000198
145,0.001315,0.000212
145,0.001558,0.000217
145,0.001525,0.000335
145,0.001498,0.000194
145,0.001201,0.000201
145,0.001105,0.000203
146,0.001093,0.000199
146,0.001096,0.000194
146,0.001097,0.000192
147,0.001094,0.000199
147,0.001118,0.000201
147,0.001097,0.000199
147,0.001127,0.000198
148,0.001146,0.000223
149,0.001538,0.000223
149,0.001618,0.000223
150,0.001757,0.000227
151,0.001384,0.000214
151,0.001197,0.000205
151,0.001151,0.000235
151,0.001189,0.000209
152,0.001180,0.000208
152,0.001196,0.000206
152,0.001164,0.000205
153,0.001121,0.000205
153,0.001157,0.000208
153,0.001276,0.000221
153,0.001650,0.000367
153,0.001787,0.000293
154,0.001574,0.000278
154,0.001390,0.000279
154,0.001352,0.000282
154,0.001377,0.000282
154,0.001360,0.000278
154,0.001339,0.000309
155,0.001415,0.000288
156,0.001381,0.000290
156,0.001393,0.000294
156,0.001738,0.000309
156,0.001715,0.000394
156,0.001933,0.000288
157,0.001984,0.000286
157,0.001515,0.000285
157,0.001386,0.000282
158,0.001369,0.000284
158,0.001362,0.000286
159,0.001375,0.000288
159,0.001390,0.000287
159,0.001511,0.000365
159,0.003597,0.000310
160,0.001604,0.000284
161,0.001390,0.000293
161,0.001374,0.000293
161,0.001370,0.000341
161,0.001695,0.000289
161,0.001479,0.000289
161,0.001388,0.000288
162,0.001309,0.000292
162,0.001418,0.000306
163,0.001876,0.000318
163,0.001786,0.000236
163,0.001438,0.000222
163,0.001284,0.000216
163,0.001235,0.000220
163,0.001225,0.000216
163,0.001206,0.000224
164,0.001259,0.000229
164,0.001237,0.000224
165,0.001470,0.000235
165,0.001349,0.000226
166,0.001349,0.000254
166,0.002027,0.000249
166,0.001667,0.000244
166,0.001536,0.000242
166,0.001345,0.000224
166,0.001274,0.000223
167,0.001233,0.000225
168,0.001240,0.000227
168,0.001237,0.000230
169,0.001225,0.000228
170,0.001230,0.000235
170,0.001244,0.000232
170,0.001307,0.000517
171,0.002339,0.000522
171,0.002313,0.000509
171,0.001928,0.000462
171,0.001817,0.000472
171,0.001836,0.000462
171,0.001802,0.000468
171,0.001777,0.000464
171,0.001800,0.000469
172,0.001978,0.000506
172,0.002246,0.000483
172,0.001960,0.000355
172,0.001885,0.000276
173,0.001500,0.000285
173,0.001455,0.000288
174,0.001455,0.000284
174,0.001454,0.000240
174,0.001273,0.000245
174,0.001250,0.000234
174,0.001302,0.000252
174,0.001572,0.000255
174,0.001743,0.000287
174,0.001761,0.000260
175,0.001486,0.000234
175,0.001419,0.000236
175,0.001320,0.000236
175,0.001298,0.000241
175,0.001284,0.000237
175,0.001277,0.000228
175,0.001261,0.000232
175,0.001266,0.000231
175,0.001366,0.000279
175,0.001591,0.000248
175,0.001726,0.000283
175,0.001633,0.000238
175,0.001398,0.000228
175,0.001243,0.000234
175,0.001251,0.000236
175,0.001277,0.000315
175,0.001477,0.000232
175,0.001306,0.000233
175,0.001262,0.000234
175,0.001272,0.000246
175,0.001410,0.000258
175,0.001783,0.000238
175,0.001799,0.000248
175,0.001587,0.000252
175,0.001420,0.000230
175,0.001266,0.000237
175,0.001247,0.000235
175,0.001283,0.000237
175,0.001276,0.000233
175,0.001266,0.000231
175,0.001612,0.000246
175,0.001500,0.000252
175,0.001712,0.000237
175,0.001600,0.000245
175,0.001567,0.000236
175,0.001347,0.000233
175,0.001230,0.000239
175,0.001234,0.000227
