Number of Particles,Frame Time,Update Time
380,0.030336,0.029474
380,0.031176,0.028713
380,0.030392,0.030364
380,0.032122,0.033002
380,0.034685,0.029375
380,0.031047,0.028274
380,0.029941,0.029191
380,0.030868,0.029565
380,0.031239,0.028959
380,0.030631,0.028745
381,0.030433,0.028264
381,0.029937,0.02869
381,0.03042,0.028304
381,0.029972,0.029744
381,0.031429,0.029226
381,0.030911,0.029047
381,0.03075,0.028715
381,0.030388,0.028435
381,0.03012,0.028497
381,0.030192,0.029749
381,0.03144,0.029668
382,0.031565,0.028811
382,0.030516,0.028985
382,0.030662,0.03072
382,0.032405,0.028956
382,0.030636,0.031703
382,0.03338,0.029891
382,0.031613,0.030207
382,0.031929,0.029893
382,0.031572,0.029743
383,0.031425,0.029897
383,0.031584,0.02955
383,0.031252,0.029766
383,0.031455,0.028882
383,0.030565,0.029719
383,0.03155,0.033594
384,0.035326,0.030092
384,0.031799,0.029561
384,0.031251,0.028983
384,0.030677,0.029839
385,0.031538,0.029892
385,0.031579,0.030253
385,0.031932,0.029071
385,0.030767,0.028875
386,0.030572,0.02907
386,0.030773,0.030741
386,0.032434,0.029206
386,0.030908,0.031131
386,0.032819,0.029284
386,0.030982,0.029336
386,0.031034,0.030045
386,0.031742,0.030325
386,0.032027,0.029569
386,0.031267,0.02876
386,0.030445,0.029986
386,0.031689,0.029737
386,0.031425,0.029974
387,0.031668,0.029926
387,0.031617,0.030595
387,0.03229,0.02939
387,0.031085,0.030272
387,0.03197,0.029124
388,0.030824,0.029254
388,0.03095,0.030897
388,0.032662,0.029445
388,0.031151,0.030189
388,0.031883,0.034529
388,0.036351,0.032442
388,0.034166,0.028915
388,0.03061,0.030115
389,0.031829,0.029393
389,0.031102,0.029317
390,0.031037,0.030814
391,0.032512,0.029862
391,0.031577,0.030305
391,0.03203,0.030947
391,0.03266,0.029586
392,0.031302,0.030578
393,0.03229,0.0303
394,0.03209,0.029879
394,0.031589,0.031305
394,0.033027,0.029597
395,0.031333,0.029651
396,0.031367,0.030619
396,0.032343,0.031448
396,0.033162,0.030045
396,0.031768,0.031392
396,0.033143,0.030098
396,0.031829,0.030854
396,0.032599,0.030137
397,0.031933,0.030938
397,0.032678,0.030405
397,0.032134,0.030893
398,0.032621,0.029895
399,0.031634,0.031109
399,0.032905,0.030932
399,0.032667,0.030325
399,0.03206,0.035736
399,0.037591,0.03269
399,0.034411,0.029952
399,0.034977,0.031838
399,0.033571,0.030426
399,0.032178,0.030054
399,0.031785,0.030183
399,0.03193,0.029757
399,0.031495,0.032019
399,0.033803,0.031007
399,0.032752,0.031649
399,0.033389,0.030224
399,0.03195,0.029783
399,0.031539,0.02993
400,0.031661,0.031041
400,0.032778,0.030985
400,0.032709,0.030535
400,0.032281,0.030067
401,0.03182,0.032067
401,0.033809,0.030253
401,0.031994,0.030283
402,0.032028,0.031251
402,0.033006,0.03056
403,0.032304,0.031129
403,0.032868,0.03044
403,0.03218,0.032031
403,0.033765,0.031403
404,0.03314,0.03003
404,0.031779,0.030799
404,0.032658,0.030401
404,0.032214,0.031465
405,0.033354,0.035034
405,0.036885,0.033299
405,0.035058,0.031349
405,0.033103,0.030151
405,0.031906,0.031479
405,0.033236,0.030051
405,0.03181,0.032022
405,0.033831,0.029997
405,0.031786,0.030378
405,0.032155,0.031341
405,0.033104,0.030406
405,0.03215,0.031476
405,0.033228,0.031307
405,0.033052,0.031153
406,0.032914,0.030919
406,0.032679,0.031657
407,0.033416,0.032259
407,0.034018,0.030812
407,0.032565,0.031806
407,0.033569,0.0313
408,0.033063,0.031045
409,0.032809,0.031417
410,0.033182,0.031584
411,0.033388,0.03103
411,0.032817,0.031886
411,0.033653,0.030959
411,0.032734,0.031783
411,0.033563,0.031578
412,0.033347,0.031191
412,0.032966,0.032881
412,0.034761,0.035211
412,0.037048,0.031652
413,0.033434,0.031924
413,0.033732,0.030934
414,0.032706,0.03256
414,0.034352,0.03124
414,0.033042,0.032905
414,0.034709,0.031076
414,0.032876,0.032091
414,0.033919,0.030905
414,0.032737,0.030658
414,0.032432,0.032345
414,0.03418,0.032372
415,0.034213,0.032516
415,0.034289,0.031201
416,0.032986,0.033107
417,0.034891,0.033353
418,0.035184,0.031098
418,0.032912,0.031599
418,0.033388,0.032298
418,0.034091,0.03168
418,0.033463,0.033254
418,0.035044,0.032551
418,0.034334,0.033454
418,0.035257,0.031452
418,0.033237,0.033204
418,0.034997,0.032058
418,0.033872,0.032584
418,0.034375,0.031288
418,0.033089,0.035796
418,0.037646,0.035794
418,0.037599,0.031486
418,0.033273,0.033653
418,0.035491,0.03233
418,0.034124,0.031946
419,0.033742,0.031851
419,0.03368,0.032265
419,0.034067,0.031729
419,0.033532,0.03264
419,0.034449,0.031586
419,0.033372,0.032458
419,0.034277,0.034066
419,0.035865,0.031928
419,0.033727,0.031611
419,0.03341,0.031949
419,0.033769,0.032497
420,0.034373,0.031506
420,0.033315,0.03116
420,0.033027,0.032422
420,0.034221,0.032537
420,0.034336,0.033142
420,0.034946,0.031403
420,0.033209,0.033171
420,0.03497,0.031913
420,0.033744,0.031373
420,0.033191,0.031559
420,0.033654,0.03155
420,0.033466,0.03361
420,0.035416,0.036203
420,0.038063,0.036758
420,0.038589,0.032747
420,0.034552,0.033284
420,0.035088,0.031905
420,0.033705,0.032386
420,0.03419,0.03168
420,0.033568,0.031346
420,0.03315,0.032497
420,0.0343,0.031555
420,0.033344,0.03257
420,0.034368,0.033487
420,0.035283,0.032426
420,0.034229,0.031607
420,0.033475,0.032746
420,0.034551,0.031002
420,0.032807,0.033457
420,0.035252,0.03307
421,0.034876,0.031991
422,0.033815,0.031377
422,0.033206,0.032571
422,0.034383,0.032601
422,0.034396,0.033104
422,0.034908,0.031423
422,0.033226,0.032868
422,0.034676,0.032415
422,0.034243,0.033568
422,0.035361,0.034773
422,0.036882,0.033166
422,0.034968,0.037494
423,0.03948,0.035998
423,0.037828,0.032285
423,0.034106,0.031511
423,0.033322,0.032671
423,0.034479,0.034117
423,0.035916,0.03332
423,0.035131,0.034247
423,0.036062,0.03232
423,0.034176,0.033259
423,0.035132,0.031543
423,0.033399,0.032214
423,0.034023,0.033727
423,0.035534,0.031634
423,0.033449,0.032492
423,0.034359,0.033393
423,0.035214,0.031887
423,0.033708,0.033548
423,0.035356,0.032193
423,0.034003,0.032822
423,0.034639,0.03251
423,0.034312,0.032818
423,0.034622,0.031832
423,0.033625,0.032115
423,0.033924,0.03345
423,0.035264,0.032882
424,0.034743,0.033633
424,0.035439,0.031966
424,0.033789,0.034017
424,0.03592,0.035775
425,0.037843,0.034664
425,0.0365,0.031989
425,0.033791,0.033512
425,0.035336,0.032055
425,0.033875,0.032089
425,0.03398,0.031377
425,0.033243,0.032489
425,0.034312,0.03196
425,0.033782,0.032678
425,0.0345,0.032229
426,0.034036,0.034003
426,0.035827,0.032737
426,0.034564,0.032099
426,0.033923,0.032976
427,0.034796,0.033972
427,0.035801,0.033033
427,0.034871,0.033436
427,0.035262,0.031898
427,0.033713,0.033054
427,0.034886,0.031665
428,0.033502,0.034106
428,0.035932,0.033096
428,0.034951,0.032948
428,0.034772,0.03313
428,0.034956,0.033718
428,0.035568,0.03282
428,0.034647,0.03325
428,0.035081,0.033184
428,0.035054,0.037264
428,0.039098,0.036002
428,0.037837,0.032206
429,0.034035,0.032351
430,0.034183,0.0338
430,0.035636,0.03247
430,0.034317,0.032544
430,0.034388,0.033425
430,0.035271,0.032203
430,0.034038,0.032208
430,0.034051,0.032474
430,0.034301,0.033219
430,0.035057,0.033443
430,0.035326,0.033933
430,0.035771,0.032521
430,0.034364,0.033329
430,0.035162,0.03433
430,0.036172,0.032439
430,0.034309,0.033064
430,0.034883,0.033618
430,0.03546,0.032693
430,0.034527,0.033567
430,0.035398,0.034081
430,0.035917,0.034152
430,0.035979,0.033709
430,0.035535,0.032651
430,0.03449,0.033603
430,0.035477,0.032336
430,0.034223,0.035626
430,0.037572,0.035024
430,0.036905,0.03484
430,0.036678,0.032323
430,0.034156,0.033093
430,0.034932,0.032568
430,0.034403,0.033055
430,0.034896,0.032907
430,0.034754,0.032134
430,0.033976,0.033233
431,0.035075,0.033337
432,0.035169,0.033212
432,0.035059,0.032897
432,0.03482,0.033454
432,0.035295,0.032683
432,0.034513,0.033942
432,0.035791,0.032935
432,0.034773,0.032891
432,0.034734,0.033392
432,0.035232,0.032366
433,0.034199,0.032476
433,0.034335,0.032014
433,0.033844,0.034521
433,0.036361,0.033422
433,0.035267,0.033789
433,0.035627,0.034188
433,0.036029,0.032695
434,0.034603,0.032491
435,0.034348,0.034108
435,0.036107,0.03699
435,0.039006,0.033779
435,0.035622,0.034357
435,0.036222,0.032741
435,0.034594,0.033477
435,0.035406,0.032606
435,0.034458,0.0325
435,0.034336,0.034458
435,0.036306,0.032641
435,0.034506,0.034099
435,0.035974,0.033826
436,0.035674,0.033656
436,0.035499,0.034252
436,0.036102,0.032997
436,0.034929,0.034478
437,0.036327,0.032733
437,0.034591,0.034197
437,0.036051,0.033037
438,0.034891,0.034456
438,0.036324,0.033159
438,0.035017,0.034646
439,0.036506,0.033987
440,0.035871,0.03263
440,0.034483,0.033883
440,0.035738,0.034802
440,0.036668,0.034146
440,0.036019,0.033012
440,0.034869,0.03417
441,0.036154,0.037295
442,0.03923,0.034122
443,0.035999,0.033469
443,0.035353,0.034251
443,0.036118,0.034054
443,0.035945,0.034729
443,0.036597,0.033114
443,0.035026,0.034095
443,0.035966,0.034138
443,0.036094,0.033856
443,0.035734,0.034992
443,0.036918,0.034417
443,0.036274,0.034208
443,0.036093,0.033073
443,0.034936,0.034787
443,0.036669,0.033691
443,0.035613,0.033395
443,0.035266,0.034987
443,0.036868,0.033385
443,0.035292,0.03495
443,0.036874,0.033939
443,0.035806,0.03307
443,0.03495,0.034822
443,0.036687,0.035498
443,0.037379,0.035026
443,0.036893,0.033473
443,0.03535,0.036033
443,0.037911,0.036652
443,0.038663,0.036299
443,0.03817,0.03402
443,0.0359,0.033523
444,0.035407,0.034388
444,0.036277,0.033486
445,0.035448,0.033063
445,0.034941,0.033874
445,0.035739,0.03499
445,0.036867,0.034857
445,0.036776,0.03445
445,0.036344,0.03411
445,0.035993,0.035213
445,0.037107,0.033315
445,0.03519,0.03454
445,0.036415,0.034017
445,0.035894,0.035911
445,0.037806,0.034595
446,0.03647,0.034652
446,0.036538,0.033751
446,0.035621,0.034265
446,0.036155,0.034898
446,0.036788,0.034295
446,0.036201,0.033219
446,0.035095,0.035017
446,0.036886,0.034577
446,0.036472,0.03382
446,0.035711,0.034325
446,0.036317,0.038185
446,0.040073,0.035701
446,0.037585,0.034733
446,0.036622,0.033728
446,0.035604,0.03445
446,0.036362,0.034814
446,0.036698,0.034551
446,0.036428,0.035234
447,0.037127,0.033583
447,0.035482,0.03368
447,0.03558,0.033963
447,0.035867,0.0347
448,0.036624,0.037458
448,0.039358,0.036667
448,0.038597,0.034519
448,0.036416,0.035143
448,0.037025,0.035825
448,0.037718,0.034826
448,0.036718,0.033826
448,0.035715,0.035166
448,0.037063,0.034109
448,0.036077,0.033415
448,0.035303,0.033778
448,0.035664,0.033015
448,0.034918,0.035623
448,0.03751,0.034778
448,0.03667,0.036352
449,0.038404,0.038047
449,0.03998,0.036308
449,0.038194,0.035214
449,0.037114,0.034185
449,0.036065,0.035235
449,0.037129,0.03389
449,0.035827,0.033613
450,0.035503,0.035331
450,0.037216,0.03626
450,0.038185,0.033849
450,0.035854,0.033917
451,0.035822,0.034613
452,0.036519,0.035011
452,0.036916,0.03418
452,0.036077,0.035817
452,0.03772,0.036032
452,0.037954,0.034217
452,0.03611,0.035787
452,0.037688,0.035889
452,0.037788,0.038344
452,0.040305,0.036597
452,0.038492,0.034369
452,0.03628,0.035926
453,0.037819,0.035491
453,0.037396,0.034941
453,0.036858,0.034009
454,0.035925,0.036793
454,0.038749,0.039185
454,0.041258,0.036924
454,0.038855,0.03617
455,0.038081,0.036107
455,0.03802,0.034046
455,0.035964,0.034172
456,0.036107,0.034973
456,0.036919,0.034706
457,0.036626,0.035091
457,0.03709,0.034183
457,0.036112,0.03541
457,0.037331,0.035368
457,0.037292,0.035868
457,0.037816,0.034435
458,0.036342,0.034673
458,0.036597,0.035206
458,0.03716,0.035673
458,0.037594,0.035873
458,0.037788,0.036731
458,0.038648,0.03474
458,0.036682,0.035531
458,0.03746,0.036418
458,0.03833,0.035299
459,0.037219,0.03526
459,0.0372,0.036125
460,0.03805,0.034705
461,0.036655,0.035197
461,0.037168,0.039683
462,0.041637,0.034898
462,0.036835,0.035973
463,0.037907,0.03684
463,0.038847,0.034698
463,0.036639,0.036127
463,0.038064,0.035578
463,0.037514,0.035694
463,0.037618,0.036386
463,0.038328,0.034957
463,0.036902,0.034585
463,0.036502,0.035055
463,0.036981,0.036963
463,0.038897,0.035901
463,0.037843,0.034705
463,0.036633,0.035607
463,0.03754,0.036225
463,0.038163,0.035012
463,0.036944,0.03553
463,0.037469,0.035613
464,0.037555,0.037244
464,0.039186,0.034489
464,0.036419,0.037462
464,0.039403,0.035166
464,0.037102,0.036893
464,0.038877,0.034729
464,0.036709,0.040145
464,0.042309,0.037272
464,0.039211,0.034928
464,0.036867,0.035721
464,0.037662,0.0358
464,0.037743,0.03675
464,0.038709,0.035576
464,0.037513,0.036686
464,0.038632,0.035664
464,0.037603,0.035593
465,0.037538,0.036322
466,0.038273,0.034534
466,0.036481,0.037306
466,0.039245,0.034877
466,0.036833,0.036624
466,0.038577,0.036608
466,0.038646,0.036172
466,0.038126,0.036004
466,0.037946,0.036324
466,0.038261,0.037144
466,0.039098,0.035008
467,0.036957,0.035637
467,0.03759,0.036192
467,0.038132,0.035092
467,0.037078,0.036141
467,0.038087,0.036236
467,0.038176,0.039872
467,0.042003,0.038289
467,0.040278,0.035954
468,0.03791,0.035534
468,0.037476,0.036818
468,0.03876,0.035987
469,0.037975,0.036292
469,0.038326,0.036086
469,0.038052,0.035125
469,0.037073,0.03547
469,0.03743,0.036079
469,0.038035,0.036346
469,0.03831,0.03761
470,0.03956,0.036363
470,0.03838,0.03547
470,0.037438,0.036019
470,0.037987,0.037679
470,0.039674,0.035077
471,0.037045,0.035719
472,0.037692,0.036107
472,0.038074,0.037317
472,0.039275,0.037897
473,0.03987,0.037341
473,0.039322,0.03669
474,0.038676,0.036702
474,0.038694,0.036883
475,0.038861,0.041439
475,0.043492,0.037442
475,0.039453,0.035498
476,0.037482,0.037384
476,0.039363,0.037452
476,0.039441,0.038409
476,0.040491,0.035963
476,0.037949,0.036163
476,0.038134,0.037485
476,0.039465,0.037584
477,0.039563,0.038657
477,0.040638,0.035701
477,0.037686,0.036253
477,0.03824,0.036873
478,0.038867,0.037266
478,0.039269,0.0373
478,0.039281,0.038107
478,0.04011,0.037749
478,0.039721,0.03777
478,0.039939,0.037256
478,0.039252,0.037348
479,0.0394,0.037324
479,0.039311,0.036257
479,0.038253,0.037055
479,0.039028,0.037656
479,0.039652,0.036934
479,0.039094,0.041088
479,0.043081,0.036267
479,0.038248,0.037054
479,0.039031,0.037804
479,0.039791,0.038631
479,0.040626,0.036103
479,0.038085,0.036796
479,0.038787,0.037944
479,0.039947,0.035947
479,0.037935,0.036901
480,0.038956,0.036003
480,0.037994,0.03788
480,0.03987,0.037762
480,0.039763,0.036419
480,0.038411,0.036738
480,0.038713,0.0384
480,0.040413,0.039454
480,0.041441,0.037536
480,0.039529,0.036097
481,0.038095,0.036019
481,0.038001,0.038423
481,0.040414,0.037035
481,0.039031,0.037844
481,0.03987,0.036139
481,0.038127,0.037192
481,0.039221,0.040881
481,0.043049,0.03862
481,0.040623,0.037467
481,0.039479,0.036407
481,0.038417,0.037889
482,0.039893,0.037721
483,0.039755,0.036009
483,0.038002,0.037176
483,0.03918,0.035888
483,0.037881,0.036449
483,0.038482,0.038177
483,0.040205,0.037587
484,0.039602,0.038224
484,0.040222,0.03754
484,0.039549,0.04147
484,0.043531,0.037862
484,0.039917,0.036377
484,0.038375,0.037883
484,0.039936,0.036765
484,0.038771,0.037353
484,0.039361,0.037759
484,0.039762,0.038439
484,0.040451,0.036528
484,0.038565,0.037528
484,0.039536,0.038337
484,0.040341,0.041379
484,0.043567,0.039367
484,0.04137,0.036419
484,0.038471,0.037169
485,0.039191,0.038509
485,0.040556,0.03647
485,0.038489,0.037556
485,0.039643,0.037157
485,0.039149,0.038692
485,0.040717,0.037436
485,0.039449,0.037002
485,0.039063,0.036487
485,0.038483,0.037973
485,0.03997,0.037888
485,0.039899,0.036619
486,0.038636,0.038085
486,0.040093,0.037916
486,0.039939,0.037703
486,0.039729,0.037582
486,0.039593,0.043149
487,0.04519,0.038303
488,0.040327,0.03725
488,0.039272,0.037836
489,0.039914,0.037567
490,0.039595,0.038246
490,0.040283,0.040584
490,0.042747,0.039615
490,0.041644,0.036582
490,0.038635,0.038714
490,0.04074,0.038393
490,0.040415,0.036627
490,0.038671,0.038347
490,0.040379,0.037999
490,0.040035,0.036802
490,0.038881,0.038342
490,0.040372,0.037983
490,0.04,0.038163
490,0.040211,0.037507
490,0.039541,0.037663
490,0.039697,0.038113
490,0.040152,0.037932
490,0.039957,0.038198
490,0.040226,0.038024
490,0.040159,0.038047
490,0.04009,0.038002
490,0.040116,0.040034
490,0.042068,0.04343
490,0.045456,0.038431
490,0.040503,0.038106
490,0.04016,0.038683
490,0.040824,0.042423
491,0.044463,0.037842
491,0.03987,0.038752
491,0.040786,0.038449
491,0.04047,0.038678
492,0.040705,0.038479
492,0.040513,0.03646
492,0.038495,0.039163
492,0.041196,0.04015
492,0.042186,0.037033
492,0.03908,0.038113
492,0.040152,0.037911
492,0.040011,0.037127
492,0.039168,0.037696
492,0.039809,0.038032
492,0.040072,0.036688
492,0.038724,0.037894
492,0.039932,0.038308
492,0.040496,0.037008
492,0.03905,0.039677
492,0.041719,0.038893
492,0.040922,0.038741
492,0.040759,0.038354
492,0.04039,0.036917
493,0.038956,0.03969
494,0.041905,0.0408
494,0.042852,0.039503
494,0.041545,0.038256
494,0.040305,0.038064
495,0.0401,0.038786
495,0.040828,0.037201
495,0.039246,0.038034
495,0.040071,0.038722
495,0.040777,0.038084
495,0.040174,0.039651
495,0.041682,0.037117
495,0.039148,0.038313
495,0.040369,0.039173
495,0.041207,0.037207
495,0.039249,0.037932
495,0.039977,0.038815
495,0.040867,0.036769
495,0.038809,0.038093
495,0.040139,0.038184
495,0.040222,0.038681
495,0.040722,0.039342
495,0.041385,0.038734
495,0.040809,0.038076
495,0.040114,0.037737
495,0.039768,0.041388
495,0.043608,0.040046
495,0.04209,0.038272
495,0.040327,0.039077
496,0.041118,0.038641
497,0.040758,0.03742
498,0.039485,0.038409
498,0.040522,0.038369
498,0.040427,0.038822
498,0.04088,0.040113
498,0.042165,0.039077
499,0.041135,0.038527
499,0.040656,0.037541
500,0.039606,0.038414
500,0.040486,0.0392
500,0.04125,0.039311
500,0.041376,0.038406
500,0.040458,0.038435
501,0.040499,0.038644
501,0.040708,0.044854
501,0.046918,0.040121
501,0.04217,0.039366
502,0.041433,0.040207
502,0.04227,0.039705
502,0.041766,0.039049
502,0.04134,0.043079
502,0.045145,0.040935
502,0.043001,0.038584
502,0.040653,0.038274
502,0.040335,0.040201
502,0.042266,0.037457
502,0.039517,0.039386
502,0.041454,0.037755
502,0.039825,0.038357
502,0.040421,0.038774
502,0.040899,0.039231
503,0.041308,0.038971
503,0.041036,0.037314
503,0.039383,0.039751
503,0.04182,0.039539
504,0.041604,0.039511
504,0.041596,0.038952
504,0.041026,0.038316
504,0.040387,0.041324
504,0.043481,0.04124
504,0.043314,0.039318
504,0.041388,0.040832
504,0.042894,0.039224
504,0.041321,0.038256
504,0.040492,0.043103
504,0.045179,0.040783
504,0.042852,0.037646
505,0.039733,0.039151
505,0.041233,0.040501
505,0.042634,0.037655
505,0.03976,0.039807
505,0.041923,0.040203
505,0.042267,0.038029
506,0.040093,0.039967
506,0.042044,0.038872
507,0.040939,0.039003
508,0.041199,0.040967
508,0.043046,0.039467
508,0.041529,0.038854
509,0.040933,0.03923
510,0.041324,0.039935
510,0.04202,0.039955
510,0.042036,0.046277
510,0.04844,0.041204
510,0.043283,0.039539
510,0.041619,0.040587
510,0.042666,0.039258
511,0.041357,0.044689
512,0.046964,0.042613
512,0.044715,0.040651
512,0.042773,0.04134
512,0.043439,0.041473
512,0.043582,0.038687
512,0.040791,0.039873
512,0.041965,0.041142
513,0.043246,0.04049
513,0.042597,0.040431
513,0.042631,0.03886
514,0.040968,0.041295
514,0.043388,0.04005
515,0.042167,0.039733
515,0.041838,0.040741
515,0.042865,0.039843
515,0.041947,0.03984
515,0.041942,0.040086
515,0.042178,0.040417
516,0.04253,0.043349
516,0.045468,0.039722
516,0.041832,0.039675
516,0.041806,0.040407
516,0.042512,0.041501
517,0.043715,0.044421
518,0.046548,0.040634
518,0.042791,0.040266
519,0.042381,0.039634
519,0.04176,0.03944
519,0.041603,0.040694
520,0.042833,0.040715
520,0.042853,0.039254
520,0.041391,0.040797
521,0.042923,0.041173
521,0.043306,0.040066
521,0.042244,0.039989
521,0.042115,0.041994
521,0.044127,0.039332
521,0.04146,0.040123
521,0.042247,0.040232
521,0.042414,0.039429
522,0.041587,0.040629
522,0.042766,0.042155
522,0.044285,0.041448
522,0.043579,0.039895
522,0.042074,0.040456
523,0.042587,0.039806
523,0.041918,0.045295
523,0.047439,0.040745
523,0.042866,0.040285
523,0.042425,0.040367
523,0.042513,0.039994
524,0.04213,0.041607
524,0.043743,0.039932
524,0.042062,0.040355
525,0.042515,0.039474
525,0.041613,0.042295
526,0.044431,0.041249
526,0.043397,0.041004
526,0.043153,0.040448
526,0.042577,0.0404
526,0.042636,0.040617
526,0.042753,0.040558
526,0.042691,0.041408
527,0.043551,0.041316
527,0.043467,0.04062
527,0.042771,0.040812
527,0.042965,0.040884
527,0.04307,0.040796
527,0.042948,0.042871
527,0.04502,0.044209
527,0.046497,0.042576
527,0.044723,0.041566
527,0.043774,0.03984
527,0.041994,0.040453
527,0.042597,0.041472
527,0.043601,0.041184
528,0.043331,0.040771
528,0.04292,0.041594
528,0.043739,0.041209
528,0.043435,0.040322
528,0.042494,0.04186
529,0.044004,0.041556
529,0.043713,0.041327
529,0.043623,0.041919
529,0.044076,0.042162
529,0.044307,0.040844
530,0.043002,0.040209
530,0.042367,0.042034
530,0.04418,0.041599
530,0.043749,0.041351
530,0.043498,0.041709
531,0.043862,0.041604
531,0.04376,0.044609
531,0.046929,0.044361
532,0.04652,0.039911
532,0.042075,0.040674
532,0.042834,0.041655
533,0.043823,0.041208
534,0.043381,0.040907
534,0.043103,0.041547
534,0.043713,0.041785
534,0.043955,0.041329
534,0.043479,0.042258
535,0.044677,0.041439
535,0.0436,0.042158
535,0.044322,0.040988
535,0.043156,0.041552
535,0.04374,0.040887
535,0.043065,0.04238
536,0.04454,0.042415
536,0.044577,0.042997
536,0.045167,0.041731
536,0.043963,0.040451
536,0.042642,0.041527
536,0.043687,0.043725
536,0.04594,0.046292
536,0.048466,0.042831
536,0.044999,0.04105
536,0.043225,0.041195
536,0.043363,0.041961
536,0.044131,0.040881
536,0.04308,0.040875
536,0.04305,0.040508
536,0.042671,0.041032
536,0.043249,0.040924
536,0.043087,0.04237
536,0.044536,0.041347
536,0.043524,0.041287
536,0.043464,0.04209
536,0.044268,0.041304
536,0.043483,0.04194
536,0.044122,0.04169
536,0.043857,0.041569
536,0.043749,0.042135
536,0.044301,0.041453
536,0.04362,0.042101
536,0.044272,0.042912
537,0.045171,0.041925
538,0.044373,0.046433
538,0.04865,0.040982
538,0.043171,0.041257
538,0.04344,0.042286
539,0.044456,0.041736
539,0.043926,0.041161
539,0.043351,0.040706
539,0.042875,0.04093
539,0.043214,0.041351
539,0.043558,0.041213
540,0.043398,0.043059
541,0.04525,0.042722
541,0.044898,0.043071
542,0.045267,0.041757
542,0.043978,0.041449
542,0.04365,0.042856
542,0.045046,0.043493
542,0.045674,0.041247
542,0.043445,0.042571
543,0.044793,0.042235
543,0.044438,0.041835
544,0.044039,0.041295
544,0.043506,0.046365
544,0.048719,0.044314
544,0.046666,0.04316
544,0.045376,0.043232
544,0.045439,0.041101
544,0.04336,0.04131
544,0.04351,0.043374
544,0.045577,0.04189
544,0.044083,0.04065
544,0.042844,0.042872
544,0.04509,0.042398
544,0.044588,0.04156
545,0.043767,0.042681
545,0.044887,0.041783
545,0.043976,0.043253
545,0.045449,0.042354
545,0.044555,0.042128
545,0.044383,0.042932
545,0.045146,0.04835
545,0.050558,0.043395
545,0.04572,0.041677
545,0.04387,0.042863
545,0.045071,0.042472
545,0.044838,0.045464
545,0.047662,0.041641
546,0.043835,0.042061
546,0.044286,0.041628
546,0.043837,0.042966
546,0.045164,0.041937
546,0.044141,0.042801
546,0.045007,0.041215
547,0.043474,0.041663
547,0.043895,0.043152
547,0.045354,0.041701
547,0.044059,0.04193
547,0.044149,0.042219
547,0.044413,0.043176
547,0.0454,0.041947
547,0.044164,0.042572
547,0.044786,0.043607
547,0.045817,0.042359
547,0.044651,0.044416
547,0.046635,0.041881
547,0.04409,0.042919
547,0.04517,0.041789
548,0.044191,0.04704
548,0.049284,0.043144
548,0.045359,0.042178
548,0.044383,0.042815
548,0.045027,0.041737
548,0.043953,0.043405
549,0.045612,0.041975
549,0.044184,0.042767
549,0.044988,0.041334
550,0.043585,0.042806
550,0.045022,0.042381
550,0.044602,0.04312
550,0.045325,0.043032
550,0.045248,0.042279
550,0.044531,0.042647
551,0.044916,0.041796
551,0.04401,0.04423
551,0.046453,0.043763
551,0.045988,0.044074
551,0.046289,0.042248
551,0.044472,0.043201
552,0.045423,0.042248
552,0.044562,0.048228
552,0.05073,0.045018
552,0.047261,0.042544
552,0.044755,0.04313
552,0.045367,0.042999
552,0.045225,0.043539
552,0.045773,0.042864
552,0.045086,0.043502
552,0.045833,0.043448
552,0.045742,0.042382
552,0.044621,0.042935
553,0.045175,0.044504
554,0.046732,0.043617
554,0.045841,0.042945
554,0.045189,0.042333
554,0.044561,0.043359
555,0.045633,0.041606
555,0.043856,0.044782
555,0.047032,0.042779
555,0.045115,0.043716
555,0.045958,0.044438
555,0.046688,0.043875
555,0.046264,0.0474
555,0.049643,0.044792
555,0.047034,0.04252
555,0.044745,0.042963
555,0.045262,0.042431
555,0.044664,0.043491
555,0.045728,0.042118
555,0.044362,0.044285
555,0.046523,0.041622
555,0.043853,0.043875
555,0.046317,0.046724
555,0.048968,0.04343
555,0.045741,0.043373
555,0.04562,0.04366
556,0.045904,0.042637
556,0.044868,0.043751
556,0.045988,0.043275
556,0.045512,0.053
557,0.055276,0.043786
557,0.046043,0.042213
557,0.044463,0.043828
558,0.046062,0.046581
558,0.048971,0.045741
558,0.047996,0.043265
558,0.045533,0.043692
559,0.045943,0.042544
559,0.044801,0.043569
559,0.045823,0.042768
559,0.045035,0.043977
559,0.046212,0.044609
559,0.046838,0.043872
560,0.046133,0.043006
560,0.045247,0.043713
560,0.045967,0.043967
560,0.046233,0.043942
560,0.046236,0.043764
560,0.046013,0.043151
560,0.045393,0.04317
560,0.045418,0.042252
560,0.044498,0.046063
560,0.048304,0.044235
560,0.046491,0.042175
560,0.044429,0.045018
561,0.047265,0.048967
561,0.051253,0.04364
561,0.045877,0.044018
561,0.046255,0.043889
561,0.046169,0.041996
561,0.044305,0.043597
561,0.045841,0.04276
561,0.04501,0.043258
561,0.045531,0.043856
561,0.046096,0.043394
561,0.045646,0.044023
561,0.046274,0.042742
561,0.044996,0.044767
561,0.047022,0.043154
561,0.045412,0.043885
561,0.046137,0.045238
562,0.047506,0.04328
562,0.045528,0.044478
562,0.046748,0.044075
562,0.046319,0.044788
562,0.047035,0.042311
562,0.044577,0.044505
562,0.046916,0.048099
