Number of Particles,Frame Time,Update Time
986,0.083405,0.080693
986,0.084381,0.078705
986,0.082448,0.077896
987,0.081661,0.080883
987,0.084662,0.079153
987,0.082848,0.078959
987,0.082614,0.077582
988,0.081276,0.078791
988,0.082488,0.078442
988,0.082095,0.079529
988,0.083213,0.084436
988,0.088207,0.08037
988,0.084258,0.080253
988,0.083909,0.078192
988,0.08185,0.07847
989,0.082135,0.078202
989,0.081856,0.078164
990,0.081852,0.078624
991,0.082306,0.079801
991,0.083473,0.077584
992,0.08123,0.079238
993,0.082908,0.078954
993,0.082652,0.079138
994,0.082812,0.082154
994,0.085912,0.082268
995,0.085979,0.078196
995,0.081892,0.07875
995,0.082453,0.079348
995,0.083073,0.07784
995,0.08149,0.080125
995,0.084058,0.082724
995,0.086423,0.078816
995,0.082593,0.079247
995,0.082933,0.078279
996,0.082072,0.078272
996,0.081962,0.079427
996,0.083178,0.081912
996,0.085743,0.079065
996,0.082768,0.078974
997,0.082675,0.07813
998,0.081825,0.079981
998,0.083675,0.078869
998,0.082576,0.082124
999,0.085825,0.080197
999,0.083891,0.07959
999,0.083291,0.080688
1000,0.08446,0.079262
1000,0.083002,0.079532
1000,0.083395,0.081876
1000,0.085769,0.085733
1000,0.089446,0.079319
1000,0.083029,0.080482
1001,0.084366,0.080318
1001,0.084039,0.080108
1001,0.083821,0.080149
1001,0.083856,0.079968
1001,0.083679,0.079418
1002,0.083161,0.079974
1002,0.083671,0.079089
1002,0.082857,0.081101
1002,0.085061,0.079488
1002,0.083248,0.080878
1002,0.084599,0.080478
1002,0.084203,0.079845
1002,0.083566,0.080577
1002,0.084323,0.079775
1002,0.083472,0.080355
1002,0.084093,0.079206
1002,0.083037,0.087165
1002,0.09103,0.081111
1003,0.084825,0.078843
1003,0.082546,0.081098
1004,0.08515,0.080287
1004,0.083982,0.079702
1004,0.083409,0.078545
1004,0.082308,0.079584
1004,0.08332,0.079754
1004,0.08348,0.079426
1004,0.083112,0.080627
1005,0.084319,0.079556
1005,0.083295,0.080937
1005,0.084831,0.080006
1005,0.083724,0.079466
1005,0.083179,0.081756
1005,0.08566,0.080786
1005,0.084492,0.079082
1005,0.082841,0.080168
1005,0.083864,0.089063
1005,0.09283,0.08076
1005,0.084516,0.079389
1005,0.083164,0.07815
1005,0.081912,0.080198
1005,0.083978,0.080631
1005,0.084352,0.0785
1005,0.082254,0.080657
1005,0.084396,0.083567
1006,0.08733,0.079686
1006,0.083556,0.078988
1006,0.08271,0.079963
1006,0.083686,0.081691
1007,0.085471,0.080295
1007,0.084024,0.080279
1007,0.084034,0.080108
1007,0.083837,0.080677
1007,0.084422,0.079437
1007,0.083164,0.079526
1007,0.083297,0.089028
1007,0.092795,0.086146
1007,0.089951,0.080356
1007,0.084129,0.079017
1007,0.082723,0.080079
1007,0.083802,0.079781
1007,0.083509,0.079454
1007,0.083182,0.080434
1007,0.084191,0.079496
1007,0.083233,0.079989
1007,0.083756,0.078715
1007,0.082504,0.076427
1008,0.080147,0.082874
1008,0.086643,0.084992
1008,0.088935,0.076562
1008,0.080281,0.080265
1008,0.084032,0.080451
1009,0.084228,0.079596
1009,0.083394,0.078974
1009,0.082842,0.088588
1009,0.092436,0.081037
1010,0.084813,0.080088
1010,0.083868,0.079847
1010,0.083583,0.079358
1010,0.08308,0.079742
1010,0.083741,0.082085
1010,0.085894,0.079951
1010,0.083681,0.079825
1010,0.083559,0.078387
1011,0.082138,0.079861
1012,0.083569,0.080577
1012,0.084476,0.080232
1012,0.084104,0.080456
1012,0.084225,0.080081
1012,0.083812,0.081378
1012,0.085209,0.079256
1013,0.083,0.080755
1013,0.084523,0.080799
1014,0.084579,0.089929
1015,0.093848,0.081508
1016,0.085288,0.08331
1016,0.0871,0.080573
1017,0.084337,0.081562
1017,0.085394,0.082073
1017,0.085812,0.079591
1017,0.083388,0.078455
1017,0.082198,0.079754
1017,0.083509,0.081894
1017,0.08564,0.082392
1017,0.086166,0.079751
1017,0.083489,0.082253
1017,0.086032,0.081363
1017,0.085114,0.079487
1017,0.083237,0.080144
1017,0.083911,0.080984
1018,0.084767,0.079995
1018,0.083732,0.08126
1018,0.085099,0.090301
1018,0.094091,0.081251
1018,0.085151,0.080881
1018,0.084628,0.085089
1019,0.088851,0.080835
1019,0.084621,0.081515
1019,0.085244,0.080979
1020,0.084726,0.081899
1020,0.085662,0.081358
1020,0.085103,0.080822
1020,0.084567,0.080481
1020,0.084243,0.078676
1020,0.082436,0.083023
1020,0.086831,0.081727
1021,0.0855,0.079787
1021,0.083675,0.084865
1021,0.088734,0.080793
1021,0.084557,0.081066
1021,0.084822,0.0817
1021,0.085633,0.087933
1021,0.091868,0.084554
1021,0.088342,0.081744
1021,0.085532,0.082762
1021,0.086534,0.082243
1021,0.086235,0.081035
1021,0.084865,0.081399
1021,0.085176,0.085681
1021,0.08951,0.079891
1021,0.083694,0.081219
1021,0.085005,0.08141
1021,0.085216,0.080606
1021,0.084416,0.08345
1021,0.087218,0.081052
1021,0.08486,0.081069
1021,0.084823,0.082879
1021,0.08668,0.080809
1021,0.084602,0.08122
1021,0.084984,0.084424
1021,0.088404,0.083229
1021,0.087013,0.082109
1021,0.085888,0.080867
1021,0.084619,0.080495
1021,0.084258,0.08183
1021,0.085678,0.081187
1021,0.084946,0.081647
1021,0.085422,0.080619
1021,0.084427,0.081004
1021,0.084794,0.079525
1021,0.083289,0.080606
1022,0.084372,0.081072
1023,0.085343,0.08739
1023,0.091231,0.081632
1023,0.085379,0.081211
1023,0.085048,0.083301
1023,0.087152,0.079212
1023,0.083021,0.081994
1023,0.085766,0.091571
1023,0.095326,0.082156
1024,0.085925,0.080562
1024,0.084415,0.080989
1024,0.084771,0.081834
1024,0.085623,0.083366
1024,0.087184,0.082685
1024,0.086602,0.081105
1024,0.084852,0.081656
1025,0.085412,0.081109
1025,0.084869,0.082541
1025,0.086305,0.081748
1026,0.085521,0.082336
1026,0.086135,0.081829
1026,0.085652,0.082425
1026,0.086169,0.081667
1026,0.085569,0.081419
1026,0.085172,0.085832
1026,0.089622,0.082163
1026,0.086044,0.086402
1026,0.090208,0.081255
1026,0.085031,0.083519
1026,0.087295,0.080413
1026,0.084197,0.081854
1026,0.085644,0.082189
1026,0.08596,0.086751
1026,0.090513,0.081886
1026,0.085706,0.080854
1027,0.084728,0.08206
1027,0.086146,0.081868
1027,0.085665,0.080669
1027,0.084481,0.083378
1027,0.08715,0.081982
1027,0.085776,0.08077
1027,0.084573,0.082887
1027,0.086655,0.082032
1027,0.085838,0.08086
1027,0.084644,0.084374
1027,0.088541,0.082938
1027,0.086749,0.08236
1027,0.086159,0.086352
1027,0.090245,0.082398
1027,0.086173,0.081571
1027,0.085346,0.081073
1028,0.084853,0.083196
1029,0.087032,0.080372
1029,0.084175,0.081223
1029,0.085017,0.080781
1029,0.084581,0.081487
1029,0.085267,0.082025
1029,0.085888,0.083355
1030,0.087135,0.082088
1030,0.086059,0.084535
1030,0.088424,0.081189
1031,0.085006,0.081087
1031,0.084888,0.081799
1031,0.085604,0.092301
1031,0.096092,0.081358
1031,0.08514,0.081869
1031,0.085733,0.079
1032,0.082848,0.082082
1032,0.085874,0.081733
1032,0.085559,0.081551
1032,0.085332,0.083806
1032,0.087681,0.081764
1033,0.085557,0.080727
1033,0.084534,0.08114
1034,0.084964,0.082256
1034,0.086048,0.084864
1034,0.088666,0.081971
1034,0.085784,0.081857
1034,0.085672,0.082188
1034,0.086048,0.08294
1034,0.08674,0.082592
1034,0.086412,0.082863
1034,0.087196,0.091232
1034,0.0951,0.081891
1035,0.085717,0.082676
1035,0.086497,0.081042
1035,0.084827,0.083207
1035,0.087268,0.081936
1035,0.085748,0.081236
1035,0.085048,0.079204
1035,0.083011,0.082767
1035,0.086584,0.082095
1035,0.085936,0.082686
1035,0.086514,0.082359
1035,0.086446,0.086445
1035,0.090253,0.082913
1035,0.086756,0.081742
1035,0.085587,0.08246
1035,0.086264,0.08256
1035,0.086408,0.081414
1035,0.085222,0.089687
1035,0.093585,0.082293
1035,0.086097,0.082021
1035,0.08588,0.082304
1036,0.086115,0.082114
1036,0.085932,0.085866
1036,0.089721,0.082451
1036,0.086311,0.082187
1036,0.086008,0.08228
1036,0.086123,0.081691
1036,0.08563,0.081386
1037,0.0852,0.082663
1037,0.086486,0.083991
1037,0.087801,0.082813
1037,0.086644,0.082777
1037,0.086593,0.083222
1037,0.08703,0.083155
1038,0.087228,0.082154
1038,0.086031,0.083451
1038,0.087602,0.089439
1038,0.093381,0.088088
1038,0.091925,0.083944
1038,0.087774,0.08265
1038,0.086463,0.082073
1038,0.085881,0.082555
1038,0.086378,0.082297
1038,0.086122,0.081963
1038,0.085787,0.081814
1039,0.085741,0.086183
1040,0.089983,0.081578
1041,0.085522,0.082045
1041,0.086002,0.08568
1041,0.089632,0.085866
1042,0.089762,0.083508
1042,0.087476,0.083513
1042,0.087346,0.083095
1042,0.087012,0.081061
1043,0.084947,0.090452
1043,0.094329,0.084092
1044,0.087956,0.08692
1044,0.090755,0.082379
1044,0.086191,0.083517
1044,0.087379,0.083511
1045,0.087418,0.084668
1045,0.088509,0.084068
1045,0.087943,0.082674
1045,0.086601,0.08372
1045,0.087577,0.08309
1046,0.087011,0.085259
1046,0.08912,0.115553
1046,0.11953,0.091465
1046,0.095363,0.084586
1046,0.088537,0.088271
1046,0.092206,0.082152
1046,0.086039,0.085565
1046,0.089702,0.103292
1046,0.107527,0.111164
1046,0.11567,0.095871
1047,0.100168,0.092683
1047,0.09727,0.100493
1047,0.104591,0.095151
1047,0.09936,0.097188
1047,0.101259,0.08813
1047,0.092022,0.085143
1047,0.08904,0.088454
1047,0.09232,0.087379
1048,0.091318,0.08338
1048,0.087255,0.084803
1048,0.088702,0.086802
1049,0.090742,0.085463
1049,0.089516,0.085735
1049,0.089607,0.085547
1049,0.090052,0.090557
1049,0.094561,0.082912
1049,0.086788,0.083317
1050,0.087216,0.084504
1050,0.088359,0.083361
1051,0.087435,0.081983
1051,0.08587,0.084293
1051,0.088172,0.083123
1052,0.086989,0.082218
1053,0.086086,0.085068
1053,0.088963,0.081828
1054,0.085835,0.085868
1055,0.089904,0.084109
1055,0.087964,0.084613
1055,0.088528,0.083447
1056,0.08733,0.083641
1056,0.087529,0.084508
1056,0.088441,0.083565
1056,0.087599,0.092185
1056,0.096114,0.084285
1056,0.088176,0.084305
1057,0.088166,0.084667
1057,0.088532,0.0873
1057,0.091218,0.082812
1057,0.086741,0.083957
1057,0.087829,0.083961
1057,0.087872,0.083921
1058,0.087894,0.083366
1058,0.08724,0.085295
1059,0.089195,0.084714
1059,0.088666,0.098461
1059,0.102535,0.0849
1059,0.088789,0.084873
1059,0.08878,0.091026
1059,0.095094,0.083979
1060,0.08794,0.083773
1060,0.087722,0.084841
1060,0.088767,0.085071
1060,0.088982,0.083913
1060,0.08784,0.085391
1060,0.089476,0.084377
1060,0.088304,0.084208
1060,0.088086,0.084422
1060,0.088483,0.094142
1060,0.098069,0.089232
1060,0.093182,0.084619
1060,0.088494,0.08493
1060,0.088822,0.08454
1060,0.088442,0.084072
1061,0.088035,0.084938
1061,0.088892,0.083324
1061,0.087186,0.083918
1061,0.087815,0.083062
1061,0.086984,0.084184
1061,0.088112,0.084702
1061,0.088594,0.092325
1061,0.096541,0.085349
1061,0.089245,0.084066
1061,0.087939,0.087118
1061,0.09105,0.085197
1061,0.089179,0.083971
1062,0.087862,0.087765
1062,0.091665,0.084092
1063,0.08809,0.083479
1063,0.087376,0.091275
1063,0.095174,0.084833
1063,0.088744,0.085123
1063,0.089207,0.085102
1063,0.089082,0.083888
1063,0.087838,0.084209
1063,0.088114,0.084108
1063,0.088007,0.084265
1063,0.088173,0.087029
1064,0.090967,0.084592
1064,0.088511,0.084977
1064,0.08887,0.084543
1064,0.088429,0.088441
1064,0.092364,0.084523
1064,0.08845,0.087367
1064,0.09125,0.086678
1065,0.090586,0.08474
1065,0.088751,0.08385
1065,0.08777,0.100091
1065,0.104007,0.085503
1065,0.089417,0.084509
1065,0.088417,0.083905
1065,0.087856,0.083726
1065,0.087637,0.084094
1065,0.088101,0.089792
1066,0.09385,0.089509
1066,0.09342,0.084748
1066,0.088654,0.083933
1066,0.087884,0.085107
1066,0.089047,0.085771
1066,0.090013,0.08845
1066,0.092432,0.084485
1066,0.088409,0.084201
1066,0.088194,0.085723
1066,0.089653,0.083739
1066,0.087693,0.084474
1066,0.088375,0.09613
1066,0.100145,0.084608
1066,0.088572,0.085046
1066,0.089018,0.084601
1067,0.088521,0.084795
1067,0.088695,0.08438
1067,0.08838,0.084026
1067,0.08799,0.084424
1067,0.08835,0.084094
1067,0.087998,0.084099
1067,0.08808,0.083572
1067,0.087468,0.089114
1067,0.093155,0.085741
1068,0.089675,0.084402
1068,0.088318,0.084334
1068,0.088338,0.084833
1068,0.088754,0.084025
1069,0.087954,0.084437
1069,0.088543,0.09272
1069,0.096771,0.085997
1069,0.089967,0.084449
1069,0.088354,0.083682
1070,0.087594,0.08627
1070,0.09023,0.0849
1070,0.08882,0.084704
1070,0.088609,0.084247
1070,0.088199,0.084493
1070,0.088393,0.086532
1070,0.090449,0.085936
1070,0.089843,0.086121
1070,0.090147,0.08729
1071,0.091217,0.083869
1071,0.087782,0.086127
1072,0.090133,0.085191
1072,0.089373,0.087122
1072,0.091044,0.084921
1072,0.088951,0.093803
1073,0.097763,0.085509
1073,0.089511,0.084853
1073,0.088804,0.086007
1073,0.089951,0.084224
1073,0.088231,0.084697
1073,0.088683,0.085848
1074,0.089835,0.0854
1074,0.089367,0.0854
1074,0.08954,0.086437
1074,0.090492,0.085425
1075,0.089356,0.085674
1075,0.089735,0.085939
1075,0.089879,0.085688
1075,0.089612,0.084653
1075,0.088604,0.085802
1075,0.089755,0.084364
1075,0.088284,0.086457
1075,0.090606,0.091776
1075,0.095712,0.084531
1075,0.08855,0.087544
1075,0.091485,0.084884
1075,0.088829,0.085429
1075,0.089343,0.084737
1075,0.088678,0.085113
1075,0.089172,0.084847
1075,0.088787,0.084805
1075,0.08877,0.085609
1075,0.08952,0.085598
1076,0.089542,0.088011
1076,0.092055,0.08602
1076,0.089966,0.089646
1076,0.093586,0.085613
1076,0.089563,0.08527
1076,0.089238,0.086029
1076,0.089971,0.088408
1076,0.092516,0.087939
1077,0.091941,0.085593
1077,0.089663,0.085226
1077,0.089179,0.085678
1077,0.089668,0.084155
1078,0.088111,0.086361
1078,0.090298,0.088764
1078,0.092753,0.087584
1078,0.091554,0.086484
1078,0.090437,0.085309
1078,0.089222,0.083456
1078,0.087405,0.088956
1078,0.092926,0.087695
1078,0.091637,0.085511
1078,0.089444,0.087156
1078,0.091108,0.086431
1078,0.09037,0.085474
1078,0.089437,0.094751
1078,0.098746,0.086343
1078,0.090347,0.085831
1079,0.089789,0.084778
1079,0.088719,0.085622
1079,0.089585,0.085145
1079,0.089096,0.085756
1079,0.089716,0.085003
1079,0.088972,0.086354
1079,0.090315,0.084617
1079,0.088564,0.085986
1079,0.089905,0.089086
1079,0.093046,0.089952
1079,0.093915,0.085825
1079,0.089816,0.086163
1079,0.090129,0.087399
1079,0.091368,0.085677
1079,0.089656,0.085516
1079,0.089475,0.094256
1079,0.098224,0.086033
1079,0.090024,0.085239
1079,0.089239,0.086269
1080,0.090269,0.090257
1080,0.094218,0.084363
1080,0.08848,0.085167
1080,0.089159,0.085706
1081,0.089686,0.08612
1081,0.090074,0.085745
1081,0.089678,0.085094
1082,0.089126,0.084082
1082,0.088193,0.087031
1082,0.091046,0.086857
1082,0.090851,0.087033
1083,0.091079,0.089941
1084,0.093893,0.086647
1084,0.090598,0.086316
1084,0.090753,0.09207
1084,0.096109,0.083915
1085,0.087888,0.08608
1085,0.090156,0.087263
1085,0.091226,0.086119
1085,0.090133,0.087035
1085,0.090983,0.086963
1085,0.090935,0.086899
1085,0.090863,0.088236
1086,0.092233,0.086614
1086,0.090592,0.086699
1087,0.090655,0.087958
1087,0.091955,0.087296
1087,0.091277,0.086948
1087,0.090959,0.086754
1087,0.090898,0.085894
1087,0.08986,0.087011
1088,0.090968,0.090518
1088,0.094721,0.08697
1088,0.090957,0.091558
1088,0.095556,0.085724
1088,0.089699,0.086643
1088,0.09061,0.085825
1088,0.089785,0.085809
1088,0.089815,0.086192
1088,0.090269,0.086045
1088,0.090029,0.087188
1088,0.09116,0.086639
1088,0.090608,0.086502
1088,0.090472,0.091139
1088,0.09511,0.090274
1088,0.094263,0.087654
1089,0.09166,0.08593
1089,0.089964,0.087125
1089,0.091111,0.087542
1089,0.091622,0.093357
1089,0.09735,0.086429
1089,0.090389,0.086346
1089,0.090396,0.087795
1089,0.091784,0.085672
1089,0.089663,0.0861
1089,0.090118,0.089837
1089,0.093912,0.087094
1089,0.091103,0.087137
1089,0.091133,0.086612
1089,0.090585,0.085939
1089,0.090027,0.08741
1089,0.091388,0.108033
1089,0.112565,0.103455
1089,0.108391,0.09683
1089,0.101141,0.104954
1089,0.109514,0.106337
1090,0.110689,0.089365
1090,0.093284,0.092491
1091,0.097081,0.088985
1092,0.092878,0.087385
1092,0.091351,0.089234
1092,0.093168,0.08917
1092,0.093117,0.08697
1092,0.090895,0.087205
1092,0.091285,0.087379
1092,0.091282,0.087182
1092,0.091306,0.087459
1092,0.091425,0.084905
1092,0.088858,0.089016
1092,0.093049,0.089943
1093,0.093894,0.096386
1093,0.100507,0.101769
1094,0.105828,0.105977
1094,0.110102,0.104828
1094,0.108987,0.097233
1094,0.10159,0.103832
1094,0.108769,0.103658
1094,0.107776,0.097882
1094,0.102019,0.10053
1094,0.104642,0.107095
1094,0.113405,0.123557
1094,0.129024,0.110337
1094,0.11482,0.101216
1094,0.105496,0.098205
1094,0.102284,0.102393
1094,0.106733,0.106009
1094,0.110255,0.101298
1094,0.106707,0.09247
1094,0.096963,0.096871
1095,0.102467,0.09079
1096,0.094985,0.089353
1097,0.093429,0.088204
1097,0.092328,0.092935
1097,0.097085,0.088261
1097,0.092304,0.089052
1097,0.093059,0.092846
1097,0.096858,0.089453
1097,0.093482,0.089372
1097,0.093395,0.087677
1097,0.091715,0.088091
1097,0.092212,0.088288
1097,0.092331,0.089426
1097,0.094007,0.089148
1097,0.093256,0.087163
1097,0.091204,0.088123
1097,0.092122,0.087369
1097,0.091386,0.094249
1097,0.098299,0.08646
1097,0.090479,0.087335
1098,0.091338,0.093202
1098,0.0976,0.089366
1098,0.093363,0.087489
1099,0.091518,0.086979
1099,0.091002,0.087415
1099,0.091451,0.087335
1099,0.091415,0.08776
1099,0.091801,0.088902
1100,0.093234,0.087798
1100,0.091848,0.088112
1100,0.092123,0.087741
1100,0.091812,0.087123
1100,0.091149,0.087928
1100,0.092529,0.091859
1100,0.095967,0.088022
1100,0.092196,0.086476
1101,0.090502,0.086878
1102,0.090919,0.087733
1102,0.091848,0.089288
1103,0.093746,0.086844
1103,0.090876,0.088485
1103,0.092495,0.087773
1103,0.091823,0.087877
1103,0.091918,0.087089
1103,0.091104,0.087659
1104,0.091708,0.088242
1104,0.092314,0.087882
1104,0.092041,0.088681
1104,0.09273,0.086798
1104,0.090875,0.092213
1104,0.096314,0.086996
1104,0.091058,0.087496
1104,0.091611,0.087263
1105,0.09133,0.087407
1106,0.091415,0.087683
1106,0.09173,0.088612
1106,0.092705,0.087754
1106,0.091851,0.088005
1106,0.092026,0.088856
1106,0.092928,0.088318
1106,0.092417,0.09043
1107,0.094504,0.087732
1107,0.091868,0.088075
1107,0.09209,0.088181
1108,0.092228,0.08673
1108,0.090745,0.088492
1108,0.092601,0.08799
1108,0.092056,0.087476
1108,0.091539,0.088718
1109,0.092763,0.088367
1109,0.092391,0.087498
1109,0.091565,0.091782
1109,0.095888,0.088102
1110,0.092176,0.087586
1110,0.091649,0.088615
1110,0.092651,0.087311
1110,0.091373,0.089426
1110,0.093538,0.08878
1110,0.092823,0.087181
1110,0.091223,0.087181
1110,0.091226,0.089977
1110,0.09401,0.088391
1110,0.092447,0.092012
1110,0.09607,0.087448
1110,0.091512,0.087816
1110,0.091945,0.087565
1110,0.091729,0.088045
1110,0.092112,0.088316
1110,0.092418,0.088527
1111,0.092584,0.088361
1111,0.092418,0.088894
1111,0.09294,0.088823
1112,0.092876,0.09043
1112,0.094717,0.090094
1112,0.094203,0.086346
1112,0.090387,0.088176
1112,0.092226,0.088246
1112,0.092313,0.088174
1112,0.092224,0.0892
1112,0.093404,0.088188
1112,0.092428,0.089667
1113,0.093723,0.088702
1113,0.092789,0.088025
1113,0.092078,0.090089
1113,0.094439,0.089071
1113,0.093145,0.087926
1114,0.092006,0.087561
1114,0.091658,0.089391
1114,0.093442,0.087813
1114,0.091906,0.089044
1115,0.093125,0.088088
1115,0.092237,0.089501
1115,0.093587,0.090015
1115,0.094077,0.088916
1115,0.092986,0.092949
1115,0.097023,0.087492
1115,0.091557,0.089445
1115,0.093513,0.088183
1115,0.092354,0.089054
1115,0.093162,0.087439
1116,0.091533,0.089287
1116,0.093376,0.088282
1116,0.092332,0.089074
1116,0.093151,0.085866
1116,0.089955,0.088197
1116,0.092287,0.090597
1116,0.09468,0.090296
1116,0.094389,0.088363
1116,0.092463,0.089333
1116,0.093408,0.088102
1116,0.092164,0.08867
1116,0.092792,0.08968
1116,0.09377,0.088345
1116,0.092379,0.08923
1116,0.093288,0.088476
1117,0.092546,0.091067
1117,0.095402,0.09035
1117,0.094451,0.088892
1117,0.092977,0.087225
1117,0.091311,0.088836
1117,0.092934,0.088797
1117,0.092877,0.089228
1118,0.093333,0.088705
1118,0.092751,0.088197
1118,0.092273,0.089514
1118,0.09361,0.089664
1118,0.093828,0.092053
1118,0.096313,0.087535
1118,0.091588,0.089106
1118,0.093158,0.089987
1118,0.094037,0.089393
1118,0.093484,0.091955
1118,0.096057,0.088875
1118,0.092981,0.088277
1118,0.092462,0.08932
1118,0.093516,0.087723
1118,0.091871,0.090594
1118,0.094679,0.091297
1118,0.095374,0.08902
1118,0.093097,0.089867
1119,0.093927,0.088554
1120,0.092714,0.089127
1120,0.093239,0.088947
1120,0.093032,0.089222
1121,0.0933,0.090187
1121,0.094272,0.089
1121,0.093122,0.088802
1121,0.092885,0.089828
1122,0.094158,0.088529
1122,0.092692,0.090703
1122,0.0948,0.090585
1122,0.094762,0.088066
1122,0.092169,0.090495
1122,0.094614,0.088888
1122,0.092974,0.089029
1122,0.09313,0.090549
1122,0.094661,0.089099
1122,0.093204,0.08945
1122,0.093538,0.090852
1122,0.095325,0.088603
1122,0.09274,0.089749
1122,0.093836,0.088849
1122,0.092899,0.089471
1122,0.093568,0.089374
1122,0.093437,0.087806
1123,0.091937,0.089419
1123,0.09354,0.086861
1123,0.090938,0.089471
1123,0.093535,0.09086
1123,0.094978,0.095522
1123,0.099647,0.090389
1123,0.0945,0.088637
1123,0.092732,0.089519
1123,0.093593,0.088889
1123,0.092989,0.088506
1123,0.092626,0.090588
1123,0.094709,0.089316
1123,0.093375,0.090252
1123,0.094338,0.089143
1123,0.093278,0.090349
1123,0.094585,0.091331
1123,0.09546,0.089917
1123,0.094006,0.09011
1123,0.094191,0.088313
1123,0.09242,0.088674
1124,0.092808,0.08989
1124,0.094126,0.087524
1125,0.091621,0.089626
1125,0.093764,0.090168
1125,0.094237,0.089554
1125,0.093651,0.091003
1125,0.095125,0.092146
1125,0.096292,0.088969
1125,0.093049,0.089255
1126,0.09337,0.089283
1126,0.093361,0.090276
1126,0.094428,0.088888
1126,0.093017,0.090277
1126,0.094355,0.089135
1126,0.093246,0.08935
1126,0.093454,0.090924
1126,0.095035,0.093066
1126,0.09717,0.08867
1126,0.092783,0.090104
1126,0.094204,0.088628
1127,0.0927,0.089773
1127,0.094124,0.098809
1127,0.103097,0.091277
1127,0.095368,0.089657
1127,0.093745,0.090613
1127,0.094723,0.087581
1127,0.091676,0.090539
1127,0.095045,0.091157
1127,0.095308,0.088222
1127,0.092334,0.08986
1128,0.094007,0.090326
1128,0.094432,0.090885
1128,0.095028,0.091236
1128,0.095353,0.08908
1128,0.093176,0.08961
1128,0.093763,0.088901
1128,0.09301,0.090534
1128,0.09464,0.094139
1129,0.09823,0.089412
1129,0.093521,0.089597
1130,0.093721,0.088158
1130,0.092288,0.089434
1130,0.093702,0.089007
1130,0.093172,0.091511
1130,0.095616,0.090876
1130,0.095017,0.090736
1130,0.094901,0.089832
1130,0.093981,0.091892
1131,0.096162,0.093233
1131,0.097364,0.089089
1131,0.093203,0.089457
1131,0.093583,0.090201
1131,0.094303,0.090093
1131,0.094174,0.091337
1131,0.095467,0.088824
1131,0.092937,0.091638
1131,0.095785,0.090489
1131,0.094625,0.090225
1131,0.094327,0.091864
1131,0.096188,0.089541
1131,0.093656,0.090355
1131,0.094474,0.090419
1131,0.094533,0.090302
1131,0.094472,0.086074
1131,0.090209,0.090731
1131,0.09482,0.090242
1131,0.094348,0.091657
1131,0.095761,0.089299
1131,0.093421,0.08993
1132,0.094174,0.091014
1132,0.095108,0.091252
1132,0.095373,0.090406
1132,0.094519,0.0895
1132,0.093639,0.090876
1133,0.095012,0.091216
1133,0.095318,0.089831
1134,0.093968,0.090235
1134,0.094358,0.091842
1134,0.095965,0.089313
1134,0.093416,0.091892
1135,0.096286,0.090427
1135,0.094609,0.090401
1135,0.09455,0.091242
1136,0.095383,0.087621
1136,0.091747,0.091856
1136,0.095981,0.090916
1137,0.095092,0.089691
1137,0.093835,0.09033
1138,0.094491,0.091293
1139,0.095445,0.090874
1139,0.095047,0.0981
1139,0.102324,0.088873
1140,0.093011,0.090143
1140,0.094378,0.091447
1140,0.095631,0.091093
1140,0.095266,0.090441
1140,0.094622,0.091591
1140,0.095747,0.091182
1141,0.095346,0.09212
1141,0.096306,0.090962
1141,0.095092,0.091749
1141,0.096184,0.093015
1141,0.097223,0.090852
1141,0.095078,0.089729
1141,0.093872,0.089096
1141,0.093259,0.090924
1142,0.095069,0.091311
1142,0.095475,0.090957
1142,0.095103,0.090837
1142,0.094994,0.090655
1142,0.094812,0.09124
1142,0.09556,0.098313
1143,0.102513,0.090562
1143,0.094701,0.091183
1144,0.095397,0.088938
1144,0.09313,0.089618
1144,0.093774,0.091379
1144,0.095517,0.091698
1144,0.095862,0.091077
1144,0.095256,0.090794
1144,0.09501,0.090215
1144,0.094378,0.091225
1144,0.09564,0.090819
1144,0.094975,0.0917
1144,0.09584,0.090417
1144,0.094576,0.090315
1144,0.094507,0.091378
1144,0.095512,0.090828
1144,0.095003,0.091696
1145,0.09587,0.090209
1145,0.094361,0.091693
1145,0.095885,0.090502
1145,0.094663,0.095367
1145,0.099634,0.091622
1145,0.095801,0.090426
1145,0.09475,0.090712
1145,0.094925,0.090842
1145,0.094998,0.091364
1145,0.095558,0.089611
1145,0.093821,0.092282
1145,0.096524,0.090007
1145,0.094161,0.090001
1145,0.094224,0.090961
1145,0.095213,0.094182
1145,0.098534,0.090357
1145,0.094534,0.090957
1146,0.095119,0.089992
1147,0.094202,0.091454
1147,0.095689,0.092631
1147,0.096912,0.089753
1147,0.093926,0.091331
1147,0.095545,0.091884
1147,0.09605,0.0909
1147,0.095057,0.096173
1148,0.100425,0.090873
1148,0.095053,0.091395
1148,0.095582,0.091277
1148,0.095489,0.091128
1148,0.095334,0.091046
1148,0.095321,0.093204
1148,0.097386,0.088902
1148,0.093099,0.091159
1148,0.09532,0.0913
1148,0.095486,0.093578
1148,0.097929,0.091399
1148,0.095581,0.09098
1148,0.095149,0.091001
1148,0.095204,0.090512
1148,0.094766,0.090941
1148,0.09513,0.092106
1148,0.09636,0.091283
1148,0.095645,0.091168
1149,0.095445,0.08857
1149,0.09281,0.090958
1149,0.095293,0.096899
1149,0.101126,0.090895
1149,0.095066,0.092949
1149,0.097114,0.091865
1149,0.096085,0.091459
1149,0.095642,0.091395
